segment	label
2K_dev_1758::span:712:960	-1
2K_dev_1758::span:54:83	-1
2K_dev_1758::span:645:709	-1
2K_dev_1758::span:1078:1111	-1
2K_dev_1758::span:86:218	-1
2K_dev_1758::span:0:51	-1
2K_dev_1758::span:355:466	-1
2K_dev_1758::span:963:1075	-1
2K_dev_1758::span:469:544	1
2K_dev_1758::span:221:352	-1
2K_dev_1758::span:547:576	1
2K_dev_1257::span:0:160	-1
2K_dev_1257::span:1311:1449	-1
2K_dev_1257::span:201:287	1
2K_dev_1257::span:163:198	-1
2K_dev_1257::span:432:507	-1
2K_dev_1257::span:290:429	-1
2K_dev_1257::span:1084:1140	-1
2K_dev_1257::span:1047:1081	-1
2K_dev_1257::span:631:892	-1
2K_dev_1257::span:895:1044	-1
2K_dev_1257::span:1143:1245	-1
2K_dev_1257::span:578:628	-1
2K_dev_1257::span:1248:1308	-1
2K_dev_1257::span:510:575	-1
2K_dev_1404::span:918:943	-1
2K_dev_1404::span:821:915	-1
2K_dev_1404::span:635:781	-1
2K_dev_1404::span:1040:1081	-1
2K_dev_1404::span:311:372	1
2K_dev_1404::span:509:547	-1
2K_dev_1404::span:598:632	-1
2K_dev_1404::span:375:409	-1
2K_dev_1404::span:1084:1109	-1
2K_dev_1404::span:999:1037	-1
2K_dev_1404::span:946:996	-1
2K_dev_1404::span:228:308	1
2K_dev_1404::span:550:595	-1
2K_dev_1404::span:412:451	-1
2K_dev_1404::span:454:506	-1
2K_dev_1404::span:784:818	-1
2K_dev_1541::span:171:247	-1
2K_dev_1541::span:250:404	1
2K_dev_1541::span:407:447	1
2K_dev_1541::span:0:168	-1
2K_dev_1051::span:181:321	-1
2K_dev_1051::span:1637:1683	-1
2K_dev_1051::span:385:536	1
2K_dev_1051::span:1559:1634	-1
2K_dev_1051::span:1774:1965	-1
2K_dev_1051::span:760:932	-1
2K_dev_1051::span:1749:1771	-1
2K_dev_1051::span:324:382	-1
2K_dev_1051::span:1097:1146	-1
2K_dev_1051::span:1523:1556	-1
2K_dev_1051::span:1686:1746	-1
2K_dev_1051::span:150:178	-1
2K_dev_1051::span:1468:1520	-1
2K_dev_1051::span:935:1094	-1
2K_dev_1051::span:1173:1465	-1
2K_dev_1051::span:1149:1170	-1
2K_dev_1051::span:539:757	-1
2K_dev_1051::span:0:147	-1
2K_dev_860::span:360:521	-1
2K_dev_860::span:251:314	1
2K_dev_860::span:0:152	-1
2K_dev_860::span:317:357	-1
2K_dev_860::span:214:248	1
2K_dev_860::span:524:633	-1
2K_dev_860::span:155:211	1
2K_dev_119::span:0:102	-1
2K_dev_1856::span:792:917	1
2K_dev_1856::span:1055:1103	-1
2K_dev_1856::span:0:114	-1
2K_dev_1856::span:117:259	-1
2K_dev_1856::span:262:370	-1
2K_dev_1856::span:920:992	-1
2K_dev_1856::span:373:521	-1
2K_dev_1856::span:995:1052	-1
2K_dev_1856::span:1106:1137	-1
2K_dev_1856::span:524:789	-1
2K_dev_1856::span:1140:1295	-1
2K_dev_1856::span:1298:1331	-1
2K_dev_671::span:197:240	-1
2K_dev_671::span:640:726	-1
2K_dev_671::span:806:847	-1
2K_dev_671::span:729:803	-1
2K_dev_671::span:375:489	-1
2K_dev_671::span:243:372	-1
2K_dev_671::span:492:637	-1
2K_dev_1494::span:360:498	1
2K_dev_1494::span:588:655	-1
2K_dev_1494::span:658:810	-1
2K_dev_1494::span:501:585	-1
2K_dev_1494::span:172:214	1
2K_dev_1494::span:0:101	-1
2K_dev_1494::span:217:305	1
2K_dev_1494::span:104:169	1
2K_dev_1494::span:813:873	-1
2K_dev_1494::span:308:357	1
2K_dev_1531::span:557:609	-1
2K_dev_1531::span:549:554	-1
2K_dev_864::span:272:304	-1
2K_dev_864::span:189:223	-1
2K_dev_864::span:226:269	-1
2K_dev_624::span:0:57	-1
2K_dev_624::span:60:117	-1
2K_dev_624::span:282:354	1
2K_dev_624::span:120:279	1
2K_dev_624::span:357:492	-1
2K_dev_1315::span:915:976	1
2K_dev_1315::span:854:912	1
2K_dev_1315::span:979:1116	-1
2K_dev_1398::span:187:240	1
2K_dev_1398::span:574:624	-1
2K_dev_1398::span:531:571	-1
2K_dev_1398::span:741:811	-1
2K_dev_1398::span:481:528	-1
2K_dev_1398::span:306:448	1
2K_dev_1398::span:627:674	-1
2K_dev_1398::span:158:184	1
2K_dev_1398::span:451:478	1
2K_dev_1398::span:243:303	1
2K_dev_1398::span:677:738	-1
2K_dev_1685::span:1213:1332	-1
2K_dev_1685::span:1100:1158	-1
2K_dev_1685::span:647:723	-1
2K_dev_1685::span:921:1097	-1
2K_dev_1685::span:726:876	-1
2K_dev_1685::span:1161:1210	-1
2K_dev_1685::span:879:918	-1
2K_dev_1685::span:612:644	-1
2K_dev_1685::span:512:554	1
2K_dev_1685::span:557:609	-1
2K_dev_247::span:409:439	1
2K_dev_443::span:0:61	1
2K_dev_443::span:503:684	-1
2K_dev_443::span:238:311	-1
2K_dev_443::span:371:500	-1
2K_dev_443::span:314:368	-1
2K_dev_443::span:64:235	-1
2K_dev_1518::span:421:455	1
2K_dev_1518::span:722:763	-1
2K_dev_1518::span:151:280	-1
2K_dev_1518::span:0:112	-1
2K_dev_1518::span:766:859	-1
2K_dev_1518::span:283:387	1
2K_dev_1518::span:458:565	1
2K_dev_1518::span:862:960	-1
2K_dev_1518::span:688:719	-1
2K_dev_1518::span:568:685	1
2K_dev_1518::span:115:148	-1
2K_dev_1518::span:390:418	1
2K_dev_385::span:215:338	1
2K_dev_385::span:1347:1407	-1
2K_dev_385::span:1140:1344	-1
2K_dev_385::span:787:930	-1
2K_dev_385::span:933:1137	-1
2K_dev_385::span:128:212	-1
2K_dev_385::span:0:125	-1
2K_dev_385::span:560:784	-1
2K_dev_385::span:341:557	-1
2K_dev_818::span:512:553	-1
2K_dev_818::span:367:412	-1
2K_dev_818::span:256:364	1
2K_dev_818::span:415:509	-1
2K_dev_818::span:160:253	-1
2K_dev_818::span:0:157	-1
2K_dev_818::span:556:690	-1
2K_dev_818::span:693:782	-1
2K_dev_1937::span:0:103	-1
2K_dev_1937::span:106:208	1
2K_dev_2009::span:684:718	-1
2K_dev_2009::span:761:834	-1
2K_dev_2009::span:923:1027	-1
2K_dev_2009::span:109:177	-1
2K_dev_2009::span:432:495	1
2K_dev_2009::span:634:681	-1
2K_dev_2009::span:232:318	-1
2K_dev_2009::span:498:597	1
2K_dev_2009::span:321:357	1
2K_dev_2009::span:721:758	-1
2K_dev_2009::span:0:106	-1
2K_dev_2009::span:882:920	-1
2K_dev_2009::span:600:631	1
2K_dev_2009::span:837:879	-1
2K_dev_2009::span:360:429	1
2K_dev_2009::span:180:229	-1
2K_dev_675::span:425:495	1
2K_dev_675::span:498:584	1
2K_dev_675::span:686:718	-1
2K_dev_675::span:833:884	-1
2K_dev_675::span:89:165	-1
2K_dev_675::span:0:86	-1
2K_dev_675::span:168:257	-1
2K_dev_675::span:260:422	1
2K_dev_675::span:721:830	-1
2K_dev_675::span:887:952	-1
2K_dev_675::span:587:683	1
2K_dev_883::span:511:664	1
2K_dev_883::span:667:829	-1
2K_dev_883::span:319:508	-1
2K_dev_883::span:187:229	-1
2K_dev_883::span:832:899	-1
2K_dev_883::span:232:316	-1
2K_dev_883::span:902:1033	-1
2K_dev_883::span:152:184	-1
2K_dev_883::span:0:149	-1
2K_dev_104::span:0:64	1
2K_dev_104::span:252:293	-1
2K_dev_104::span:67:181	-1
2K_dev_104::span:184:249	-1
2K_dev_1915::span:688:838	-1
2K_dev_1915::span:524:685	-1
2K_dev_1915::span:841:887	-1
2K_dev_1915::span:96:390	-1
2K_dev_1915::span:0:47	1
2K_dev_1915::span:50:93	-1
2K_dev_1915::span:393:521	-1
2K_dev_476::span:537:593	-1
2K_dev_476::span:747:866	-1
2K_dev_476::span:901:936	-1
2K_dev_476::span:1056:1103	-1
2K_dev_476::span:315:373	1
2K_dev_476::span:279:312	1
2K_dev_476::span:596:635	-1
2K_dev_476::span:1106:1120	-1
2K_dev_476::span:1180:1240	-1
2K_dev_476::span:638:696	-1
2K_dev_476::span:1033:1053	-1
2K_dev_476::span:1123:1177	-1
2K_dev_476::span:988:1030	-1
2K_dev_476::span:699:744	-1
2K_dev_476::span:939:985	-1
2K_dev_476::span:376:493	1
2K_dev_476::span:496:534	-1
2K_dev_476::span:869:898	-1
2K_dev_1783::span:577:675	-1
2K_dev_1783::span:427:574	1
2K_dev_1783::span:182:277	-1
2K_dev_1783::span:678:870	-1
2K_dev_1783::span:355:424	1
2K_dev_1783::span:1003:1030	-1
2K_dev_1783::span:0:179	-1
2K_dev_1783::span:973:1000	-1
2K_dev_1783::span:280:352	-1
2K_dev_1783::span:873:970	-1
2K_dev_100::span:615:689	-1
2K_dev_100::span:446:509	-1
2K_dev_100::span:0:191	-1
2K_dev_100::span:194:257	-1
2K_dev_100::span:512:612	-1
2K_dev_100::span:943:1047	-1
2K_dev_100::span:334:443	-1
2K_dev_100::span:799:940	-1
2K_dev_100::span:1086:1135	-1
2K_dev_100::span:260:331	1
2K_dev_100::span:692:796	-1
2K_dev_100::span:1050:1083	-1
2K_dev_199::span:0:55	-1
2K_dev_199::span:587:785	-1
2K_dev_199::span:502:584	-1
2K_dev_199::span:175:213	-1
2K_dev_199::span:58:172	-1
2K_dev_199::span:282:499	1
2K_dev_199::span:216:279	1
2K_dev_1919::span:774:881	-1
2K_dev_1919::span:268:300	-1
2K_dev_1919::span:635:705	-1
2K_dev_1919::span:479:543	-1
2K_dev_1919::span:346:452	-1
2K_dev_1919::span:97:190	-1
2K_dev_1919::span:0:94	-1
2K_dev_1919::span:585:632	-1
2K_dev_1919::span:1100:1140	-1
2K_dev_1919::span:455:476	-1
2K_dev_1919::span:303:343	-1
2K_dev_1919::span:708:771	-1
2K_dev_1919::span:546:582	-1
2K_dev_1919::span:193:265	-1
2K_dev_1919::span:1058:1097	-1
2K_dev_1919::span:884:1055	1
2K_dev_1040::span:729:764	-1
2K_dev_1040::span:944:1030	-1
2K_dev_1040::span:134:242	-1
2K_dev_1040::span:1062:1100	-1
2K_dev_1040::span:650:726	-1
2K_dev_1040::span:883:941	-1
2K_dev_1040::span:0:35	1
2K_dev_1040::span:245:303	-1
2K_dev_1040::span:38:131	1
2K_dev_1040::span:515:615	-1
2K_dev_1040::span:1033:1059	-1
2K_dev_1040::span:767:880	-1
2K_dev_1040::span:618:647	-1
2K_dev_1040::span:306:512	-1
2K_dev_243::span:294:337	-1
2K_dev_243::span:39:89	-1
2K_dev_243::span:92:165	1
2K_dev_243::span:436:493	-1
2K_dev_243::span:0:36	-1
2K_dev_243::span:340:433	-1
2K_dev_243::span:496:568	-1
2K_dev_243::span:168:291	1
2K_dev_286::span:535:698	-1
2K_dev_286::span:110:134	-1
2K_dev_286::span:180:228	-1
2K_dev_286::span:137:177	-1
2K_dev_286::span:455:532	-1
2K_dev_286::span:231:277	1
2K_dev_286::span:280:452	1
2K_dev_286::span:96:107	-1
2K_dev_1334::span:408:499	-1
2K_dev_1334::span:502:536	-1
2K_dev_1334::span:539:662	-1
2K_dev_1334::span:665:697	-1
2K_dev_1334::span:0:248	-1
2K_dev_1334::span:1598:1658	-1
2K_dev_1334::span:368:405	1
2K_dev_1334::span:700:800	-1
2K_dev_1334::span:1507:1595	-1
2K_dev_1334::span:803:1024	-1
2K_dev_1334::span:1252:1504	-1
2K_dev_1334::span:1027:1249	-1
2K_dev_1334::span:251:365	-1
2K_dev_754::span:159:265	-1
2K_dev_754::span:485:585	-1
2K_dev_754::span:647:711	-1
2K_dev_754::span:334:482	1
2K_dev_754::span:588:644	-1
2K_dev_754::span:1094:1162	-1
2K_dev_754::span:913:961	-1
2K_dev_754::span:126:156	-1
2K_dev_754::span:1049:1091	-1
2K_dev_754::span:1424:1510	-1
2K_dev_754::span:268:331	-1
2K_dev_754::span:714:910	-1
2K_dev_754::span:1165:1226	-1
2K_dev_754::span:964:1046	-1
2K_dev_754::span:0:123	-1
2K_dev_754::span:1229:1359	-1
2K_dev_754::span:1362:1421	-1
2K_dev_1385::span:311:395	-1
2K_dev_1385::span:677:802	-1
2K_dev_1385::span:234:255	1
2K_dev_1385::span:618:674	-1
2K_dev_1385::span:55:182	1
2K_dev_1385::span:550:615	-1
2K_dev_1385::span:855:1017	-1
2K_dev_1385::span:398:547	-1
2K_dev_1385::span:0:52	1
2K_dev_1385::span:258:308	-1
2K_dev_1385::span:1020:1147	-1
2K_dev_1385::span:805:852	-1
2K_dev_1385::span:185:231	1
2K_dev_467::span:767:930	-1
2K_dev_467::span:114:208	-1
2K_dev_467::span:456:544	-1
2K_dev_467::span:211:265	-1
2K_dev_467::span:0:111	-1
2K_dev_467::span:268:453	1
2K_dev_467::span:731:764	-1
2K_dev_467::span:704:728	-1
2K_dev_467::span:636:701	-1
2K_dev_467::span:547:633	-1
2K_dev_1779::span:955:992	-1
2K_dev_1779::span:592:717	-1
2K_dev_1779::span:431:560	-1
2K_dev_1779::span:746:822	-1
2K_dev_1779::span:201:312	-1
2K_dev_1779::span:563:589	-1
2K_dev_1779::span:365:406	-1
2K_dev_1779::span:315:362	-1
2K_dev_1779::span:995:1059	-1
2K_dev_1779::span:1377:1510	-1
2K_dev_1779::span:409:428	-1
2K_dev_1779::span:0:107	-1
2K_dev_1779::span:825:882	-1
2K_dev_1779::span:885:952	-1
2K_dev_1779::span:1201:1374	-1
2K_dev_1779::span:138:198	-1
2K_dev_1779::span:1062:1198	-1
2K_dev_1779::span:110:135	-1
2K_dev_1779::span:720:743	-1
2K_dev_947::span:1721:1897	-1
2K_dev_947::span:1550:1718	-1
2K_dev_947::span:981:1199	1
2K_dev_947::span:1900:2121	-1
2K_dev_947::span:1260:1419	-1
2K_dev_947::span:1422:1547	-1
2K_dev_947::span:1202:1257	-1
2K_dev_346::span:930:1074	-1
2K_dev_1307::span:458:534	-1
2K_dev_1307::span:744:794	-1
2K_dev_1307::span:648:741	-1
2K_dev_1307::span:537:645	-1
2K_dev_366::span:275:392	1
2K_dev_366::span:237:272	1
2K_dev_366::span:0:191	-1
2K_dev_366::span:921:1193	-1
2K_dev_366::span:689:884	-1
2K_dev_366::span:395:541	-1
2K_dev_366::span:194:234	1
2K_dev_366::span:887:918	-1
2K_dev_366::span:544:686	-1
2K_dev_366::span:1196:1508	-1
2K_dev_771::span:534:633	-1
2K_dev_771::span:0:17	-1
2K_dev_771::span:741:852	-1
2K_dev_771::span:855:878	-1
2K_dev_771::span:636:738	-1
2K_dev_771::span:303:370	-1
2K_dev_771::span:153:300	1
2K_dev_771::span:373:531	-1
2K_dev_771::span:20:150	-1
2K_dev_771::span:881:955	-1
2K_dev_1642::span:423:519	-1
2K_dev_1642::span:604:658	-1
2K_dev_1642::span:0:181	-1
2K_dev_1642::span:257:373	1
2K_dev_1642::span:184:254	1
2K_dev_1642::span:376:420	1
2K_dev_1642::span:522:601	-1
2K_dev_812::span:310:409	1
2K_dev_812::span:854:953	-1
2K_dev_812::span:58:120	-1
2K_dev_812::span:412:570	-1
2K_dev_812::span:573:667	-1
2K_dev_812::span:670:699	-1
2K_dev_812::span:33:55	-1
2K_dev_812::span:123:142	1
2K_dev_812::span:0:30	-1
2K_dev_812::span:750:851	-1
2K_dev_812::span:145:307	1
2K_dev_812::span:702:747	-1
2K_dev_1230::span:0:67	-1
2K_dev_1230::span:125:151	-1
2K_dev_1230::span:70:122	-1
2K_dev_1230::span:154:206	-1
2K_dev_1336::span:146:174	-1
2K_dev_1336::span:177:204	-1
2K_dev_1887::span:1056:1144	-1
2K_dev_1887::span:1147:1234	-1
2K_dev_1887::span:954:999	-1
2K_dev_1887::span:1002:1053	-1
2K_dev_1887::span:854:951	-1
2K_dev_383::span:190:230	-1
2K_dev_383::span:293:390	-1
2K_dev_383::span:233:290	-1
2K_dev_383::span:50:187	-1
2K_dev_383::span:527:639	-1
2K_dev_383::span:0:47	1
2K_dev_383::span:393:524	-1
2K_dev_1762::span:0:38	1
2K_dev_1762::span:41:78	1
2K_dev_1762::span:81:145	1
2K_dev_16::span:456:592	-1
2K_dev_16::span:0:59	-1
2K_dev_16::span:406:453	-1
2K_dev_16::span:657:783	-1
2K_dev_16::span:595:654	-1
2K_dev_16::span:148:218	1
2K_dev_16::span:62:145	-1
2K_dev_16::span:221:403	-1
2K_dev_219::span:829:948	-1
2K_dev_219::span:686:740	1
2K_dev_219::span:951:989	-1
2K_dev_219::span:771:826	-1
2K_dev_219::span:1214:1249	-1
2K_dev_219::span:1062:1211	-1
2K_dev_219::span:992:1059	-1
2K_dev_219::span:1252:1313	-1
2K_dev_219::span:743:768	1
2K_dev_416::span:800:814	-1
2K_dev_416::span:817:862	-1
2K_dev_563::span:180:222	1
2K_dev_563::span:164:177	1
2K_dev_619::span:355:459	-1
2K_dev_619::span:186:247	1
2K_dev_619::span:570:641	-1
2K_dev_619::span:66:89	-1
2K_dev_619::span:135:183	1
2K_dev_619::span:0:63	-1
2K_dev_619::span:92:132	1
2K_dev_619::span:250:297	1
2K_dev_619::span:462:567	-1
2K_dev_619::span:644:708	-1
2K_dev_619::span:300:352	1
2K_dev_1125::span:981:1101	-1
2K_dev_1125::span:788:864	-1
2K_dev_1125::span:936:978	-1
2K_dev_1125::span:867:933	-1
2K_dev_1549::span:729:803	-1
2K_dev_1549::span:937:979	-1
2K_dev_1549::span:806:826	-1
2K_dev_1549::span:829:934	-1
2K_dev_1549::span:982:1010	-1
2K_dev_104::span:308:387	-1
2K_dev_104::span:295:305	-1
2K_dev_104::span:613:762	-1
2K_dev_104::span:1186:1438	-1
2K_dev_104::span:881:1038	-1
2K_dev_104::span:1545:1753	-1
2K_dev_104::span:1087:1156	-1
2K_dev_104::span:1441:1503	-1
2K_dev_104::span:1041:1084	-1
2K_dev_104::span:1159:1183	-1
2K_dev_104::span:1506:1542	-1
2K_dev_104::span:765:878	-1
2K_dev_104::span:1756:1808	-1
2K_dev_104::span:427:610	-1
2K_dev_104::span:390:424	-1
2K_dev_2::span:516:539	-1
2K_dev_2::span:1024:1153	-1
2K_dev_2::span:132:193	1
2K_dev_2::span:937:1021	-1
2K_dev_2::span:1156:1205	-1
2K_dev_2::span:802:870	-1
2K_dev_2::span:1282:1319	-1
2K_dev_2::span:89:129	1
2K_dev_2::span:873:934	-1
2K_dev_2::span:0:86	1
2K_dev_2::span:542:628	-1
2K_dev_2::span:308:513	-1
2K_dev_2::span:631:799	-1
2K_dev_2::span:1208:1279	-1
2K_dev_2::span:196:305	-1
2K_dev_2::span:1322:1360	-1
2K_dev_1556::span:116:278	-1
2K_dev_1556::span:0:113	-1
2K_dev_1556::span:281:409	-1
2K_dev_1556::span:412:508	1
2K_dev_1556::span:511:698	-1
2K_dev_1773::span:199:223	-1
2K_dev_1773::span:347:397	1
2K_dev_1773::span:1047:1175	-1
2K_dev_1773::span:721:864	-1
2K_dev_1773::span:933:1044	-1
2K_dev_1773::span:620:718	-1
2K_dev_1773::span:226:344	-1
2K_dev_1773::span:400:489	-1
2K_dev_1773::span:533:617	-1
2K_dev_1773::span:492:530	-1
2K_dev_1773::span:867:930	-1
2K_dev_965::span:304:455	-1
2K_dev_965::span:488:527	-1
2K_dev_965::span:78:113	1
2K_dev_965::span:632:650	-1
2K_dev_965::span:530:593	-1
2K_dev_965::span:458:485	-1
2K_dev_965::span:596:629	-1
2K_dev_965::span:0:75	1
2K_dev_965::span:162:301	-1
2K_dev_965::span:116:159	-1
2K_dev_965::span:653:770	-1
2K_dev_1328::span:802:1057	-1
2K_dev_1328::span:191:326	1
2K_dev_1328::span:1170:1239	-1
2K_dev_1328::span:538:723	-1
2K_dev_1328::span:439:535	-1
2K_dev_1328::span:1060:1131	-1
2K_dev_1328::span:118:188	1
2K_dev_1328::span:726:799	-1
2K_dev_1328::span:329:436	1
2K_dev_1328::span:1134:1167	-1
2K_dev_1843::span:869:883	-1
2K_dev_1843::span:262:308	-1
2K_dev_1843::span:505:580	-1
2K_dev_1843::span:583:698	1
2K_dev_1843::span:760:810	-1
2K_dev_1843::span:223:259	-1
2K_dev_1843::span:106:220	-1
2K_dev_1843::span:0:103	-1
2K_dev_1843::span:841:866	-1
2K_dev_1843::span:311:502	-1
2K_dev_1843::span:701:757	-1
2K_dev_1843::span:813:838	-1
2K_dev_462::span:186:226	-1
2K_dev_462::span:229:239	-1
2K_dev_1215::span:89:183	-1
2K_dev_1215::span:734:818	-1
2K_dev_1215::span:502:539	-1
2K_dev_1215::span:0:86	-1
2K_dev_1215::span:876:976	-1
2K_dev_1215::span:186:290	1
2K_dev_1215::span:425:499	1
2K_dev_1215::span:650:731	-1
2K_dev_1215::span:821:873	-1
2K_dev_1215::span:542:647	-1
2K_dev_1215::span:293:422	1
2K_dev_1230::span:1518:1543	-1
2K_dev_1230::span:1454:1461	-1
2K_dev_1230::span:1590:1701	-1
2K_dev_1230::span:1546:1587	-1
2K_dev_1230::span:1464:1515	-1
2K_dev_1253::span:388:652	-1
2K_dev_1253::span:153:184	1
2K_dev_1253::span:834:976	-1
2K_dev_1253::span:254:309	-1
2K_dev_1253::span:132:150	1
2K_dev_1253::span:312:322	-1
2K_dev_1253::span:0:95	1
2K_dev_1253::span:769:831	-1
2K_dev_1253::span:1008:1041	-1
2K_dev_1253::span:979:1005	-1
2K_dev_1253::span:98:129	1
2K_dev_1253::span:325:385	-1
2K_dev_1253::span:187:238	-1
2K_dev_1253::span:241:251	-1
2K_dev_1253::span:655:766	-1
2K_dev_355::span:0:6	-1
2K_dev_912::span:910:1017	-1
2K_dev_912::span:220:268	-1
2K_dev_912::span:431:465	1
2K_dev_912::span:1020:1110	-1
2K_dev_912::span:468:511	1
2K_dev_912::span:124:217	-1
2K_dev_912::span:1263:1415	-1
2K_dev_912::span:329:428	-1
2K_dev_912::span:271:326	-1
2K_dev_912::span:0:121	-1
2K_dev_912::span:670:695	-1
2K_dev_912::span:698:907	-1
2K_dev_912::span:583:667	1
2K_dev_912::span:1113:1260	-1
2K_dev_912::span:514:580	1
2K_dev_1290::span:521:606	-1
2K_dev_1290::span:1709:1757	-1
2K_dev_1290::span:1248:1324	-1
2K_dev_1290::span:0:366	-1
2K_dev_1290::span:388:458	-1
2K_dev_1290::span:1034:1158	-1
2K_dev_1290::span:369:385	-1
2K_dev_1290::span:461:518	-1
2K_dev_1290::span:699:797	-1
2K_dev_1290::span:609:696	-1
2K_dev_1290::span:1855:1913	-1
2K_dev_1290::span:800:891	-1
2K_dev_1290::span:1490:1706	-1
2K_dev_1290::span:1760:1852	-1
2K_dev_1290::span:1327:1487	-1
2K_dev_1290::span:894:1031	-1
2K_dev_1290::span:1161:1245	-1
2K_dev_954::span:704:795	-1
2K_dev_954::span:829:905	-1
2K_dev_954::span:908:932	-1
2K_dev_954::span:798:826	-1
2K_dev_1391::span:94:164	1
2K_dev_1391::span:404:596	-1
2K_dev_1391::span:714:804	-1
2K_dev_1391::span:319:401	-1
2K_dev_1391::span:245:316	-1
2K_dev_1391::span:167:242	1
2K_dev_1391::span:0:91	-1
2K_dev_1391::span:599:711	-1
2K_dev_1661::span:448:487	1
2K_dev_1661::span:331:445	1
2K_dev_1661::span:0:112	-1
2K_dev_1661::span:490:518	1
2K_dev_1661::span:115:328	-1
2K_dev_39::span:0:193	-1
2K_dev_39::span:317:425	1
2K_dev_39::span:428:672	-1
2K_dev_39::span:248:279	1
2K_dev_39::span:282:314	1
2K_dev_39::span:196:245	-1
2K_dev_926::span:0:71	-1
2K_dev_205::span:489:521	-1
2K_dev_205::span:141:486	-1
2K_dev_205::span:1096:1199	-1
2K_dev_205::span:836:883	-1
2K_dev_205::span:886:1027	-1
2K_dev_205::span:639:833	-1
2K_dev_205::span:1030:1093	-1
2K_dev_205::span:524:636	-1
2K_dev_205::span:1202:1240	-1
2K_dev_205::span:0:138	1
2K_dev_205::span:1243:1296	-1
2K_dev_99::span:121:215	1
2K_dev_99::span:589:709	-1
2K_dev_99::span:712:747	-1
2K_dev_99::span:786:834	-1
2K_dev_99::span:0:118	-1
2K_dev_99::span:289:375	-1
2K_dev_99::span:218:286	-1
2K_dev_99::span:750:783	-1
2K_dev_99::span:378:586	-1
2K_dev_4::span:372:503	1
2K_dev_4::span:900:1005	-1
2K_dev_4::span:506:572	1
2K_dev_4::span:98:214	-1
2K_dev_4::span:0:56	-1
2K_dev_4::span:1008:1114	-1
2K_dev_4::span:757:803	-1
2K_dev_4::span:59:95	-1
2K_dev_4::span:715:754	-1
2K_dev_4::span:870:897	-1
2K_dev_4::span:575:712	-1
2K_dev_4::span:806:867	-1
2K_dev_4::span:217:369	-1
2K_dev_715::span:540:623	1
2K_dev_715::span:442:498	-1
2K_dev_715::span:1000:1060	-1
2K_dev_715::span:0:206	-1
2K_dev_715::span:871:902	-1
2K_dev_715::span:501:537	1
2K_dev_715::span:209:291	-1
2K_dev_715::span:714:779	-1
2K_dev_715::span:294:334	-1
2K_dev_715::span:1063:1105	-1
2K_dev_715::span:626:711	1
2K_dev_715::span:824:868	-1
2K_dev_715::span:905:980	-1
2K_dev_715::span:1108:1162	-1
2K_dev_715::span:983:997	-1
2K_dev_715::span:782:821	-1
2K_dev_715::span:337:439	-1
2K_dev_749::span:135:232	-1
2K_dev_749::span:849:895	-1
2K_dev_749::span:0:81	1
2K_dev_749::span:678:779	-1
2K_dev_749::span:898:946	-1
2K_dev_749::span:949:992	-1
2K_dev_749::span:564:675	-1
2K_dev_749::span:84:132	1
2K_dev_749::span:235:268	-1
2K_dev_749::span:782:846	-1
2K_dev_749::span:271:304	-1
2K_dev_749::span:433:527	-1
2K_dev_749::span:307:430	-1
2K_dev_749::span:530:561	-1
2K_dev_1521::span:0:96	1
2K_dev_1521::span:276:344	1
2K_dev_1521::span:219:273	1
2K_dev_1521::span:474:607	-1
2K_dev_1521::span:99:216	1
2K_dev_1521::span:423:471	1
2K_dev_1521::span:347:420	1
2K_dev_2038::span:440:557	1
2K_dev_2038::span:235:253	1
2K_dev_2038::span:0:141	-1
2K_dev_2038::span:350:437	1
2K_dev_2038::span:144:232	-1
2K_dev_2038::span:319:347	1
2K_dev_2038::span:256:316	1
2K_dev_554::span:1341:1434	-1
2K_dev_554::span:1467:1501	-1
2K_dev_554::span:205:268	-1
2K_dev_554::span:715:748	1
2K_dev_554::span:841:948	1
2K_dev_554::span:1252:1338	-1
2K_dev_554::span:1604:1658	-1
2K_dev_554::span:991:1249	-1
2K_dev_554::span:1437:1464	-1
2K_dev_554::span:1504:1539	-1
2K_dev_554::span:382:486	-1
2K_dev_554::span:1661:1702	-1
2K_dev_554::span:1542:1601	-1
2K_dev_554::span:0:202	-1
2K_dev_554::span:1705:1986	-1
2K_dev_554::span:271:379	-1
2K_dev_554::span:489:518	-1
2K_dev_554::span:521:712	1
2K_dev_554::span:951:988	1
2K_dev_554::span:751:838	1
2K_dev_738::span:675:694	1
2K_dev_738::span:0:154	-1
2K_dev_738::span:605:672	1
2K_dev_738::span:861:928	-1
2K_dev_738::span:276:331	-1
2K_dev_738::span:697:740	1
2K_dev_738::span:743:858	1
2K_dev_738::span:564:602	1
2K_dev_738::span:334:476	1
2K_dev_738::span:157:273	-1
2K_dev_738::span:479:561	1
2K_dev_476::span:195:277	1
2K_dev_1786::span:77:100	-1
2K_dev_1786::span:265:533	-1
2K_dev_1786::span:0:74	-1
2K_dev_1786::span:103:132	-1
2K_dev_1786::span:135:262	-1
2K_dev_882::span:461:539	-1
2K_dev_882::span:542:573	-1
2K_dev_882::span:450:458	-1
2K_dev_2059::span:1333:1401	-1
2K_dev_2059::span:1248:1267	-1
2K_dev_2059::span:948:1061	-1
2K_dev_2059::span:1404:1598	-1
2K_dev_2059::span:769:857	-1
2K_dev_2059::span:909:945	-1
2K_dev_2059::span:1064:1113	-1
2K_dev_2059::span:1116:1223	-1
